name,ratio,p.adj,sig,cond,day,role
TNK1,0.569,0.872,FALSE,dKvsGFP,0,
ATP5C1,0.0559,0.873,FALSE,dKvsGFP,0,
CAPZB,0.0855,0.873,FALSE,dKvsGFP,0,
DRG1,-0.0689,0.873,FALSE,dKvsGFP,0,
GPT2,0.113,0.873,FALSE,dKvsGFP,0,
MRPL15,-0.149,0.873,FALSE,dKvsGFP,0,
MTPAP,0.0839,0.873,FALSE,dKvsGFP,0,
RBM28,-0.295,0.873,FALSE,dKvsGFP,0,
TRIM28,-0.265,0.873,FALSE,dKvsGFP,0,
TUBG1,0.0955,0.873,FALSE,dKvsGFP,0,
UPP1,0.161,0.873,FALSE,dKvsGFP,0,
AASDHPPT,-0.0761,0.874,FALSE,dKvsGFP,0,
CYFIP1,0.0486,0.874,FALSE,dKvsGFP,0,
EBNA1BP2,0.215,0.874,FALSE,dKvsGFP,0,
FANCI,-0.437,0.874,FALSE,dKvsGFP,0,
IQGAP2,0.155,0.874,FALSE,dKvsGFP,0,
MFSD10,0.112,0.874,FALSE,dKvsGFP,0,
RAB34,0.0575,0.874,FALSE,dKvsGFP,0,
RPL9,-0.0572,0.874,FALSE,dKvsGFP,0,
TMEM41B,-0.12,0.874,FALSE,dKvsGFP,0,
TPP2,0.0574,0.874,FALSE,dKvsGFP,0,
CARS,0.0866,0.875,FALSE,dKvsGFP,0,
HSP90AB1,0.0494,0.875,FALSE,dKvsGFP,0,
IDI1,0.0924,0.875,FALSE,dKvsGFP,0,
PRR12,0.547,0.875,FALSE,dKvsGFP,0,
RPS20,0.0688,0.875,FALSE,dKvsGFP,0,
SDHA,-0.101,0.875,FALSE,dKvsGFP,0,
SSRP1,-0.103,0.875,FALSE,dKvsGFP,0,
BLM,0.625,0.876,FALSE,dKvsGFP,0,
CAPZA1,-0.149,0.876,FALSE,dKvsGFP,0,
DKC1,-0.179,0.876,FALSE,dKvsGFP,0,
hCG_1984214,0.0981,0.876,FALSE,dKvsGFP,0,
HNRNPA3.1,0.188,0.876,FALSE,dKvsGFP,0,
NUBP2,0.236,0.876,FALSE,dKvsGFP,0,
RNPEP,-0.0479,0.876,FALSE,dKvsGFP,0,
RPS23,0.0485,0.876,FALSE,dKvsGFP,0,
TLN1,-0.216,0.876,FALSE,dKvsGFP,0,
TRIP13,0.0645,0.876,FALSE,dKvsGFP,0,
UBTF,0.55,0.876,FALSE,dKvsGFP,0,
XRN2,0.152,0.876,FALSE,dKvsGFP,0,
CENPV,-0.088,0.877,FALSE,dKvsGFP,0,
CUL1,0.064,0.877,FALSE,dKvsGFP,0,
DNTTIP2,-0.598,0.877,FALSE,dKvsGFP,0,
EEF1E1,-0.134,0.877,FALSE,dKvsGFP,0,
FAR1,-0.089,0.877,FALSE,dKvsGFP,0,
IMPA2,0.094,0.877,FALSE,dKvsGFP,0,
INTS12,0.157,0.877,FALSE,dKvsGFP,0,
NPM3,-0.284,0.877,FALSE,dKvsGFP,0,
PROSC,-0.1,0.877,FALSE,dKvsGFP,0,
TPX2,0.167,0.877,FALSE,dKvsGFP,0,
ACAT2,-0.119,0.878,FALSE,dKvsGFP,0,
DIS3,-0.0437,0.878,FALSE,dKvsGFP,0,
EMG1,-0.108,0.878,FALSE,dKvsGFP,0,
EYA3,-0.148,0.878,FALSE,dKvsGFP,0,
IDH2,0.0505,0.878,FALSE,dKvsGFP,0,
MAP4K4,-0.0524,0.878,FALSE,dKvsGFP,0,
NCOA2,-0.184,0.878,FALSE,dKvsGFP,0,
PNISR,0.188,0.878,FALSE,dKvsGFP,0,
ZBTB9,0.18,0.878,FALSE,dKvsGFP,0,
ATAD3A,0.0721,0.879,FALSE,dKvsGFP,0,
ATP5J2-PTCD1,0.0924,0.879,FALSE,dKvsGFP,0,
HSD17B10,0.077,0.879,FALSE,dKvsGFP,0,
NIPBL,0.753,0.879,FALSE,dKvsGFP,0,
NUDT10,0.0679,0.879,FALSE,dKvsGFP,0,
PAF1,0.208,0.879,FALSE,dKvsGFP,0,
PFAS,0.0546,0.879,FALSE,dKvsGFP,0,
PFKP,0.0412,0.879,FALSE,dKvsGFP,0,
RPL21,-0.0669,0.879,FALSE,dKvsGFP,0,
RPS6KA1,-0.0947,0.879,FALSE,dKvsGFP,0,
SEC24A,-0.171,0.879,FALSE,dKvsGFP,0,
SFXN1,-0.0603,0.879,FALSE,dKvsGFP,0,
SMC4,0.0902,0.879,FALSE,dKvsGFP,0,
SNRPN,-0.0827,0.879,FALSE,dKvsGFP,0,
CDC20,0.115,0.88,FALSE,dKvsGFP,0,
EEF1G,0.0618,0.88,FALSE,dKvsGFP,0,
EIF3B,-0.0479,0.88,FALSE,dKvsGFP,0,
GLTSCR1,0.215,0.88,FALSE,dKvsGFP,0,
IWS1,0.167,0.88,FALSE,dKvsGFP,0,
KRT16,-1.31,0.88,FALSE,dKvsGFP,0,
POLA2,-0.17,0.88,FALSE,dKvsGFP,0,
POLD1,0.147,0.88,FALSE,dKvsGFP,0,
PRKRA,-0.0942,0.88,FALSE,dKvsGFP,0,
RAN,0.0455,0.88,FALSE,dKvsGFP,0,
SF3B5,0.115,0.88,FALSE,dKvsGFP,0,
TAGLN2,-0.302,0.88,FALSE,dKvsGFP,0,
UGDH,0.0525,0.88,FALSE,dKvsGFP,0,
ZNF770,0.541,0.88,FALSE,dKvsGFP,0,
AP3D1,0.145,0.881,FALSE,dKvsGFP,0,
CDC40,0.131,0.881,FALSE,dKvsGFP,0,
HUWE1,0.194,0.881,FALSE,dKvsGFP,0,
MRPS22,-0.068,0.881,FALSE,dKvsGFP,0,
PSAT1,-0.0889,0.881,FALSE,dKvsGFP,0,
RPL24,-0.0895,0.881,FALSE,dKvsGFP,0,
SF3A3,-0.516,0.881,FALSE,dKvsGFP,0,
ZNF207,0.122,0.881,FALSE,dKvsGFP,0,
ZNF292,0.225,0.881,FALSE,dKvsGFP,0,
BAZ2B,0.209,0.882,FALSE,dKvsGFP,0,
DHX38,0.493,0.882,FALSE,dKvsGFP,0,
EIF2D,-0.085,0.882,FALSE,dKvsGFP,0,
HJURP,-0.181,0.882,FALSE,dKvsGFP,0,
LPCAT3,0.0891,0.882,FALSE,dKvsGFP,0,
PLD3,-0.0854,0.882,FALSE,dKvsGFP,0,
PYGB,0.0513,0.882,FALSE,dKvsGFP,0,
SCAF11,0.789,0.882,FALSE,dKvsGFP,0,
TAF5,0.157,0.882,FALSE,dKvsGFP,0,
TONSL,-0.198,0.882,FALSE,dKvsGFP,0,
ACAA2,-0.0583,0.883,FALSE,dKvsGFP,0,
AFF4,-0.207,0.883,FALSE,dKvsGFP,0,
CCZ1B,-0.346,0.883,FALSE,dKvsGFP,0,
CDC27,-0.347,0.883,FALSE,dKvsGFP,0,
CHD6,-0.209,0.883,FALSE,dKvsGFP,0,
DHX16,0.559,0.883,FALSE,dKvsGFP,0,
DHX30,0.261,0.883,FALSE,dKvsGFP,0,
ELMOD2,0.148,0.883,FALSE,dKvsGFP,0,
GLYR1,-0.284,0.883,FALSE,dKvsGFP,0,
HIST1H1C,0.132,0.883,FALSE,dKvsGFP,0,
JARID2,0.513,0.883,FALSE,dKvsGFP,0,
MED26,0.11,0.883,FALSE,dKvsGFP,0,
MTCH1,-0.044,0.883,FALSE,dKvsGFP,0,
ORC2,0.447,0.883,FALSE,dKvsGFP,0,
PTPN23,-0.0875,0.883,FALSE,dKvsGFP,0,
RRS1,0.44,0.883,FALSE,dKvsGFP,0,
SF3B2,-0.47,0.883,FALSE,dKvsGFP,0,
SPCS3,0.0547,0.883,FALSE,dKvsGFP,0,
USP15,-0.445,0.883,FALSE,dKvsGFP,0,
BCR,-0.109,0.884,FALSE,dKvsGFP,0,
CWC22,0.546,0.884,FALSE,dKvsGFP,0,
FBL,-0.12,0.884,FALSE,dKvsGFP,0,
GSK3A,0.0595,0.884,FALSE,dKvsGFP,0,
KIAA1551,0.15,0.884,FALSE,dKvsGFP,0,
MIS18A,0.22,0.884,FALSE,dKvsGFP,0,
MRPS2,-0.105,0.884,FALSE,dKvsGFP,0,
NELFE,0.202,0.884,FALSE,dKvsGFP,0,
TIPRL,-0.0973,0.884,FALSE,dKvsGFP,0,
USP14,0.092,0.884,FALSE,dKvsGFP,0,
VRK1,-0.037,0.884,FALSE,dKvsGFP,0,
DERL1,0.0754,0.885,FALSE,dKvsGFP,0,
DIDO1,0.497,0.885,FALSE,dKvsGFP,0,
MCCC2,0.0728,0.885,FALSE,dKvsGFP,0,
NUP107,-0.0378,0.885,FALSE,dKvsGFP,0,
OCRL,-0.116,0.885,FALSE,dKvsGFP,0,
PRDX1,-0.108,0.885,FALSE,dKvsGFP,0,
PSMD7,0.111,0.885,FALSE,dKvsGFP,0,
STAG2,0.474,0.885,FALSE,dKvsGFP,0,
TAF5L,0.181,0.885,FALSE,dKvsGFP,0,
TBL1XR1,-0.352,0.885,FALSE,dKvsGFP,0,
TET1,-0.157,0.885,FALSE,dKvsGFP,0,
YWHAE,-0.146,0.885,FALSE,dKvsGFP,0,
ACOT7,-0.0558,0.886,FALSE,dKvsGFP,0,
ATP5B,0.0322,0.886,FALSE,dKvsGFP,0,
BMS1,0.246,0.886,FALSE,dKvsGFP,0,
CDC7,-0.398,0.886,FALSE,dKvsGFP,0,
CTBP2,0.0431,0.886,FALSE,dKvsGFP,0,
EIF3E,0.0579,0.886,FALSE,dKvsGFP,0,
GMPPA,0.085,0.886,FALSE,dKvsGFP,0,
HSD17B12,-0.0439,0.886,FALSE,dKvsGFP,0,
STRIP1,0.158,0.886,FALSE,dKvsGFP,0,
CON__P04259,-0.49,0.887,FALSE,dKvsGFP,0,
DDX39A,0.0681,0.887,FALSE,dKvsGFP,0,
DNAJA1,-0.0795,0.887,FALSE,dKvsGFP,0,
MLF2,0.0894,0.887,FALSE,dKvsGFP,0,
PDXDC1,0.0781,0.887,FALSE,dKvsGFP,0,
PKP2,0.0968,0.887,FALSE,dKvsGFP,0,
RPL10,0.0944,0.887,FALSE,dKvsGFP,0,
SARS2,0.0839,0.887,FALSE,dKvsGFP,0,
SCAF4,0.644,0.887,FALSE,dKvsGFP,0,
SREK1,0.105,0.887,FALSE,dKvsGFP,0,
ZBTB10,0.274,0.887,FALSE,dKvsGFP,0,
CSE1L,0.052,0.888,FALSE,dKvsGFP,0,
EIF2S2,-0.066,0.888,FALSE,dKvsGFP,0,
EMSY,-0.563,0.888,FALSE,dKvsGFP,0,
GCDH,-0.105,0.888,FALSE,dKvsGFP,0,
GLMN,0.153,0.888,FALSE,dKvsGFP,0,
GTF3C2,0.373,0.888,FALSE,dKvsGFP,0,
KIAA0391,-0.0688,0.888,FALSE,dKvsGFP,0,
MAD2L1,0.169,0.888,FALSE,dKvsGFP,0,
MRPS27,0.0695,0.888,FALSE,dKvsGFP,0,
PSMA6,-0.0809,0.888,FALSE,dKvsGFP,0,
PTGR1,-0.0874,0.888,FALSE,dKvsGFP,0,
PWP2,-0.103,0.888,FALSE,dKvsGFP,0,
SCFD1,0.147,0.888,FALSE,dKvsGFP,0,
SMARCAD1,0.0672,0.888,FALSE,dKvsGFP,0,
ZNF592,0.519,0.888,FALSE,dKvsGFP,0,
BCOR,0.116,0.889,FALSE,dKvsGFP,0,
CBX1,0.159,0.889,FALSE,dKvsGFP,0,
CNBP,-0.0634,0.889,FALSE,dKvsGFP,0,
CNOT3,-0.325,0.889,FALSE,dKvsGFP,0,
FLNB,0.0808,0.889,FALSE,dKvsGFP,0,
GTPBP1,0.0474,0.889,FALSE,dKvsGFP,0,
GTPBP6,0.129,0.889,FALSE,dKvsGFP,0,
IQGAP1,0.0556,0.889,FALSE,dKvsGFP,0,
PSMD12,-0.0478,0.889,FALSE,dKvsGFP,0,
RBM19,-0.515,0.889,FALSE,dKvsGFP,0,
RP9,0.44,0.889,FALSE,dKvsGFP,0,
RPL5,0.0394,0.889,FALSE,dKvsGFP,0,
SPDL1,-0.162,0.889,FALSE,dKvsGFP,0,
TDRP,0.193,0.889,FALSE,dKvsGFP,0,
TRMT10C,-0.0539,0.889,FALSE,dKvsGFP,0,
ZBTB39,-0.225,0.889,FALSE,dKvsGFP,0,
ACLY,-0.0346,0.89,FALSE,dKvsGFP,0,
DGCR14,-0.211,0.89,FALSE,dKvsGFP,0,
EIF3F,0.0564,0.89,FALSE,dKvsGFP,0,
GRB10,0.0734,0.89,FALSE,dKvsGFP,0,
OGT,-0.0701,0.89,FALSE,dKvsGFP,0,
PDHB,-0.0368,0.89,FALSE,dKvsGFP,0,
PINX1,0.198,0.89,FALSE,dKvsGFP,0,
POLR1E,0.154,0.89,FALSE,dKvsGFP,0,
PSMD13,-0.0694,0.89,FALSE,dKvsGFP,0,
RCL1,0.14,0.89,FALSE,dKvsGFP,0,
RPS11,0.0412,0.89,FALSE,dKvsGFP,0,
SERBP1,-0.0587,0.89,FALSE,dKvsGFP,0,
SETDB1,0.19,0.89,FALSE,dKvsGFP,0,
TMPO,-0.308,0.89,FALSE,dKvsGFP,0,
TTC27,0.0675,0.89,FALSE,dKvsGFP,0,
YWHAH,0.101,0.89,FALSE,dKvsGFP,0,
NLRP2,-0.0703,0.891,FALSE,dKvsGFP,0,
NSA2,-0.0717,0.891,FALSE,dKvsGFP,0,
PPIA,-0.107,0.891,FALSE,dKvsGFP,0,
RBM22,0.161,0.891,FALSE,dKvsGFP,0,
RBM47,-0.0904,0.891,FALSE,dKvsGFP,0,
SRPRB,-0.104,0.891,FALSE,dKvsGFP,0,
TUFM,0.0376,0.891,FALSE,dKvsGFP,0,
UBR5,-0.36,0.891,FALSE,dKvsGFP,0,
VAT1L,-0.0558,0.891,FALSE,dKvsGFP,0,
ACAD8,-0.0487,0.892,FALSE,dKvsGFP,0,
ACO2,-0.161,0.892,FALSE,dKvsGFP,0,
AP3M1,0.054,0.892,FALSE,dKvsGFP,0,
CHAMP1,-0.418,0.892,FALSE,dKvsGFP,0,
CYP51A1,0.0637,0.892,FALSE,dKvsGFP,0,
DHX40,-0.0936,0.892,FALSE,dKvsGFP,0,
EDC3,-0.33,0.892,FALSE,dKvsGFP,0,
EIF4B,-0.702,0.892,FALSE,dKvsGFP,0,
FAM208B,0.496,0.892,FALSE,dKvsGFP,0,
HACD3,0.0623,0.892,FALSE,dKvsGFP,0,
HADHB,-0.0577,0.892,FALSE,dKvsGFP,0,
IGF2BP2,-0.0529,0.892,FALSE,dKvsGFP,0,
PHIP,0.272,0.892,FALSE,dKvsGFP,0,
PPP6R3,-0.23,0.892,FALSE,dKvsGFP,0,
PRMT1,0.051,0.892,FALSE,dKvsGFP,0,
PRPF31,0.047,0.892,FALSE,dKvsGFP,0,
RPL7,-0.032,0.892,FALSE,dKvsGFP,0,
RPRD2,0.438,0.892,FALSE,dKvsGFP,0,
SALL1,-0.2,0.892,FALSE,dKvsGFP,0,
SAP30BP,0.143,0.892,FALSE,dKvsGFP,0,
TCF20,0.218,0.892,FALSE,dKvsGFP,0,
TFRC,-0.031,0.892,FALSE,dKvsGFP,0,
TRAP1,0.0361,0.892,FALSE,dKvsGFP,0,
DDX46,0.132,0.893,FALSE,dKvsGFP,0,
E2F6,0.162,0.893,FALSE,dKvsGFP,0,
HIRA,0.141,0.893,FALSE,dKvsGFP,0,
KDM1A,0.04,0.893,FALSE,dKvsGFP,0,
KPRP,-0.418,0.893,FALSE,dKvsGFP,0,
MYL6,-0.0592,0.893,FALSE,dKvsGFP,0,
NOP56,-0.108,0.893,FALSE,dKvsGFP,0,
POLR1C,-0.168,0.893,FALSE,dKvsGFP,0,
PSMC6,-0.0494,0.893,FALSE,dKvsGFP,0,
SLAIN1,-0.291,0.893,FALSE,dKvsGFP,0,
SMC2,0.135,0.893,FALSE,dKvsGFP,0,
TMEM209,-0.0873,0.893,FALSE,dKvsGFP,0,
TRMT1,-0.0718,0.893,FALSE,dKvsGFP,0,
WDR12,-0.277,0.893,FALSE,dKvsGFP,0,
ZNF813,0.4,0.893,FALSE,dKvsGFP,0,
BUB1B,-0.053,0.894,FALSE,dKvsGFP,0,
CBX2,0.388,0.894,FALSE,dKvsGFP,0,
HIST1H1B,0.163,0.894,FALSE,dKvsGFP,0,
LIN28B,0.148,0.894,FALSE,dKvsGFP,0,
LMAN1,0.0597,0.894,FALSE,dKvsGFP,0,
MTHFD1,-0.0366,0.894,FALSE,dKvsGFP,0,
PPP1CC,0.192,0.894,FALSE,dKvsGFP,0,
QSER1,0.137,0.894,FALSE,dKvsGFP,0,
RABGGTB,-0.154,0.894,FALSE,dKvsGFP,0,
RPL17,-0.0366,0.894,FALSE,dKvsGFP,0,
SAP130,0.455,0.894,FALSE,dKvsGFP,0,
SF3A2,-0.0609,0.894,FALSE,dKvsGFP,0,
SMEK1,-0.426,0.894,FALSE,dKvsGFP,0,
SPATS2L,0.151,0.894,FALSE,dKvsGFP,0,
TBPL1,-0.0916,0.894,FALSE,dKvsGFP,0,
ATXN7L3B,-0.0613,0.895,FALSE,dKvsGFP,0,
BLVRA,0.0599,0.895,FALSE,dKvsGFP,0,
DPPA4,0.0487,0.895,FALSE,dKvsGFP,0,
INTS7,-0.0573,0.895,FALSE,dKvsGFP,0,
KIF22,0.152,0.895,FALSE,dKvsGFP,0,
OLA1,-0.0883,0.895,FALSE,dKvsGFP,0,
PCNP,-0.306,0.895,FALSE,dKvsGFP,0,
PMPCB,-0.105,0.895,FALSE,dKvsGFP,0,
RANBP1,-0.0508,0.895,FALSE,dKvsGFP,0,
RPF2,-0.0785,0.895,FALSE,dKvsGFP,0,
RPL7L1,0.0817,0.895,FALSE,dKvsGFP,0,
SC5D,0.039,0.895,FALSE,dKvsGFP,0,
TROVE2,0.072,0.895,FALSE,dKvsGFP,0,
TRPV1,-0.0615,0.895,FALSE,dKvsGFP,0,
TXNDC5,0.123,0.895,FALSE,dKvsGFP,0,
VASP,0.105,0.895,FALSE,dKvsGFP,0,
CLIC1,-0.0676,0.896,FALSE,dKvsGFP,0,
CSRP2,0.0495,0.896,FALSE,dKvsGFP,0,
HNRNPAB,-0.0669,0.896,FALSE,dKvsGFP,0,
KIF1A,0.0268,0.896,FALSE,dKvsGFP,0,
NCAPH,-0.0462,0.896,FALSE,dKvsGFP,0,
POLR2B,0.156,0.896,FALSE,dKvsGFP,0,
SKIV2L2,0.0419,0.896,FALSE,dKvsGFP,0,
THYN1,-0.141,0.896,FALSE,dKvsGFP,0,
TLE3,0.117,0.896,FALSE,dKvsGFP,0,
TOP2A,0.167,0.896,FALSE,dKvsGFP,0,
TOPBP1,0.332,0.896,FALSE,dKvsGFP,0,
TUBB4A,-0.0598,0.896,FALSE,dKvsGFP,0,
CLINT1,-0.234,0.897,FALSE,dKvsGFP,0,
CSNK1A1,0.0443,0.897,FALSE,dKvsGFP,0,
EHMT1,0.39,0.897,FALSE,dKvsGFP,0,
GMDS,-0.0543,0.897,FALSE,dKvsGFP,0,
IMPDH2,0.0545,0.897,FALSE,dKvsGFP,0,
IPO9,-0.0325,0.897,FALSE,dKvsGFP,0,
MED14,0.138,0.897,FALSE,dKvsGFP,0,
NCBP2,-0.0572,0.897,FALSE,dKvsGFP,0,
PELP1,0.309,0.897,FALSE,dKvsGFP,0,
PPT1,0.0553,0.897,FALSE,dKvsGFP,0,
RRP15,0.111,0.897,FALSE,dKvsGFP,0,
SHMT1,0.0825,0.897,FALSE,dKvsGFP,0,
SNRPA1,-0.0551,0.897,FALSE,dKvsGFP,0,
THUMPD1,-0.283,0.897,FALSE,dKvsGFP,0,
TM9SF3,0.0492,0.897,FALSE,dKvsGFP,0,
TXNDC12,-0.0952,0.897,FALSE,dKvsGFP,0,
WDR46,0.225,0.897,FALSE,dKvsGFP,0,
AHSA1,0.0295,0.898,FALSE,dKvsGFP,0,
ATP5F1,0.0623,0.898,FALSE,dKvsGFP,0,
BTAF1,-0.386,0.898,FALSE,dKvsGFP,0,
DAP3,-0.0617,0.898,FALSE,dKvsGFP,0,
DCTN5,0.0782,0.898,FALSE,dKvsGFP,0,
DDX47,-0.0451,0.898,FALSE,dKvsGFP,0,
EIF3L,-0.0262,0.898,FALSE,dKvsGFP,0,
ERCC6,-0.11,0.898,FALSE,dKvsGFP,0,
OXCT1,-0.0354,0.898,FALSE,dKvsGFP,0,
PIP5K1A,0.259,0.898,FALSE,dKvsGFP,0,
PTBP2,-0.104,0.898,FALSE,dKvsGFP,0,
PYCR1,-0.0546,0.898,FALSE,dKvsGFP,0,
RNF214,-0.078,0.898,FALSE,dKvsGFP,0,
SRSF7,-0.0819,0.898,FALSE,dKvsGFP,0,
SUB1,-0.0671,0.898,FALSE,dKvsGFP,0,
TP53RK,0.0822,0.898,FALSE,dKvsGFP,0,
ZNF608,-0.138,0.898,FALSE,dKvsGFP,0,
FADS2,-0.0386,0.899,FALSE,dKvsGFP,0,
FAM60A,0.318,0.899,FALSE,dKvsGFP,0,
GEMIN5,0.0625,0.899,FALSE,dKvsGFP,0,
HMGB1,-0.21,0.899,FALSE,dKvsGFP,0,
MYO1B,0.0406,0.899,FALSE,dKvsGFP,0,
NCOR1.1,-0.523,0.899,FALSE,dKvsGFP,0,
PDK3,0.0594,0.899,FALSE,dKvsGFP,0,
PPIG,0.426,0.899,FALSE,dKvsGFP,0,
PSMD3,0.022,0.899,FALSE,dKvsGFP,0,
RPL3,0.0291,0.899,FALSE,dKvsGFP,0,
RRBP1,-0.23,0.899,FALSE,dKvsGFP,0,
SDAD1,0.234,0.899,FALSE,dKvsGFP,0,
SLC25A1,-0.0426,0.899,FALSE,dKvsGFP,0,
THOC3,0.0487,0.899,FALSE,dKvsGFP,0,
UBE2L3,0.176,0.899,FALSE,dKvsGFP,0,
DDX20,0.0675,0.9,FALSE,dKvsGFP,0,
DMAP1,0.174,0.9,FALSE,dKvsGFP,0,
EBP,0.136,0.9,FALSE,dKvsGFP,0,
ILK,-0.0626,0.9,FALSE,dKvsGFP,0,
ILVBL,0.0279,0.9,FALSE,dKvsGFP,0,
IRF2BPL,-0.11,0.9,FALSE,dKvsGFP,0,
KANSL3,-0.159,0.9,FALSE,dKvsGFP,0,
LIG3,0.066,0.9,FALSE,dKvsGFP,0,
MRPL22,0.0707,0.9,FALSE,dKvsGFP,0,
MYH10,-0.0491,0.9,FALSE,dKvsGFP,0,
NFRKB,-0.285,0.9,FALSE,dKvsGFP,0,
PSMD6,0.0249,0.9,FALSE,dKvsGFP,0,
RBPMS2,-0.0277,0.9,FALSE,dKvsGFP,0,
RPL8,-0.037,0.9,FALSE,dKvsGFP,0,
RPS10,0.0859,0.9,FALSE,dKvsGFP,0,
SEC24B,0.228,0.9,FALSE,dKvsGFP,0,
TCP1,-0.0236,0.9,FALSE,dKvsGFP,0,
TELO2,0.228,0.9,FALSE,dKvsGFP,0,
TOP2B,0.208,0.9,FALSE,dKvsGFP,0,
UHRF1,0.0741,0.9,FALSE,dKvsGFP,0,
ZNF512,0.272,0.9,FALSE,dKvsGFP,0,
AP1S2,0.0451,0.901,FALSE,dKvsGFP,0,
ASUN,-0.296,0.901,FALSE,dKvsGFP,0,
C3orf17,0.233,0.901,FALSE,dKvsGFP,0,
CDK1,0.0459,0.901,FALSE,dKvsGFP,0,
DNAJC7,-0.322,0.901,FALSE,dKvsGFP,0,
FASTKD2,0.053,0.901,FALSE,dKvsGFP,0,
HSDL1,0.0425,0.901,FALSE,dKvsGFP,0,
JMJD1C,-0.047,0.901,FALSE,dKvsGFP,0,
KRT19,-0.0306,0.901,FALSE,dKvsGFP,0,
MRPL13,0.0451,0.901,FALSE,dKvsGFP,0,
NKRF,0.271,0.901,FALSE,dKvsGFP,0,
NOM1,0.0644,0.901,FALSE,dKvsGFP,0,
QRICH1,-0.36,0.901,FALSE,dKvsGFP,0,
SLC25A4,-0.0339,0.901,FALSE,dKvsGFP,0,
STAU2,-0.216,0.901,FALSE,dKvsGFP,0,
SUPT5H,0.0681,0.901,FALSE,dKvsGFP,0,
SYMPK,-0.45,0.901,FALSE,dKvsGFP,0,
TARDBP,0.0352,0.901,FALSE,dKvsGFP,0,
YY1,-0.159,0.901,FALSE,dKvsGFP,0,
ZCCHC11,-0.258,0.901,FALSE,dKvsGFP,0,
ANGEL2,0.202,0.902,FALSE,dKvsGFP,0,
BCL9,0.121,0.902,FALSE,dKvsGFP,0,
ERAL1,-0.0528,0.902,FALSE,dKvsGFP,0,
FAM98B,0.0544,0.902,FALSE,dKvsGFP,0,
GCLC,-0.231,0.902,FALSE,dKvsGFP,0,
IKBKAP,0.0859,0.902,FALSE,dKvsGFP,0,
LMNB1,-0.0652,0.902,FALSE,dKvsGFP,0,
NOP58,0.0743,0.902,FALSE,dKvsGFP,0,
PIGT,0.0874,0.902,FALSE,dKvsGFP,0,
PIK3R4,0.262,0.902,FALSE,dKvsGFP,0,
PLAA,-0.186,0.902,FALSE,dKvsGFP,0,
SBNO1,-0.384,0.902,FALSE,dKvsGFP,0,
SEC11A,0.0482,0.902,FALSE,dKvsGFP,0,
SLC25A22,0.0414,0.902,FALSE,dKvsGFP,0,
STAT3,0.0311,0.902,FALSE,dKvsGFP,0,
UTP18,-0.0656,0.902,FALSE,dKvsGFP,0,
ALDH7A1,-0.0415,0.903,FALSE,dKvsGFP,0,
ANAPC5,-0.229,0.903,FALSE,dKvsGFP,0,
ATP5O,-0.041,0.903,FALSE,dKvsGFP,0,
DDX56,-0.0697,0.903,FALSE,dKvsGFP,0,
DNMT3A,-0.073,0.903,FALSE,dKvsGFP,0,
EIF3G,-0.0309,0.903,FALSE,dKvsGFP,0,
EP300,0.35,0.903,FALSE,dKvsGFP,0,
HIP1,-0.251,0.903,FALSE,dKvsGFP,0,
HNRNPLL,0.0338,0.903,FALSE,dKvsGFP,0,
NOL6,0.0648,0.903,FALSE,dKvsGFP,0,
PHRF1,0.118,0.903,FALSE,dKvsGFP,0,
PSMC1,0.0447,0.903,FALSE,dKvsGFP,0,
RPLP0,-0.0272,0.903,FALSE,dKvsGFP,0,
SPATA2,-0.146,0.903,FALSE,dKvsGFP,0,
SURF4,-0.0335,0.903,FALSE,dKvsGFP,0,
UBA2,-0.0395,0.903,FALSE,dKvsGFP,0,
UBA3,0.0612,0.903,FALSE,dKvsGFP,0,
WDR75,0.114,0.903,FALSE,dKvsGFP,0,
ASCC3,-0.0788,0.904,FALSE,dKvsGFP,0,
ATF7IP,-0.113,0.904,FALSE,dKvsGFP,0,
EI24,-0.045,0.904,FALSE,dKvsGFP,0,
GART,-0.0201,0.904,FALSE,dKvsGFP,0,
GPATCH1,-0.0772,0.904,FALSE,dKvsGFP,0,
MLH1,-0.148,0.904,FALSE,dKvsGFP,0,
PSMA1,0.0727,0.904,FALSE,dKvsGFP,0,
Q9P287-2,0.0975,0.904,FALSE,dKvsGFP,0,
RAF1,0.0856,0.904,FALSE,dKvsGFP,0,
SUPT20H,-0.0689,0.904,FALSE,dKvsGFP,0,
UBN2,-0.267,0.904,FALSE,dKvsGFP,0,
ZMYND8,0.292,0.904,FALSE,dKvsGFP,0,
ZNF8,0.203,0.904,FALSE,dKvsGFP,0,
ALDOA,0.0954,0.905,FALSE,dKvsGFP,0,
ATP5L,-0.0504,0.905,FALSE,dKvsGFP,0,
CORO2A,-0.0476,0.905,FALSE,dKvsGFP,0,
ECHDC1,0.0467,0.905,FALSE,dKvsGFP,0,
EXOC4,0.0274,0.905,FALSE,dKvsGFP,0,
FANCD2,0.293,0.905,FALSE,dKvsGFP,0,
HMGB2,0.226,0.905,FALSE,dKvsGFP,0,
KDM2A,-0.284,0.905,FALSE,dKvsGFP,0,
KMT2D,0.0693,0.905,FALSE,dKvsGFP,0,
MCU,0.11,0.905,FALSE,dKvsGFP,0,
MECP2,0.107,0.905,FALSE,dKvsGFP,0,
PIGK,-0.136,0.905,FALSE,dKvsGFP,0,
PISD,-0.0578,0.905,FALSE,dKvsGFP,0,
