name,ID,ZNF436_vs_dK_p.val,ZNF436_vs_dK_p.adj,ZNF436_vs_dK_significant,ZNF436_vs_dK_ratio,dK_centered,GFP_centered,wt_centered,ZNF436_centered,role
HLA-A,A0A140T955,0.942090342,0.948,FALSE,0.0136,-0.172,-0.31,0.868,-0.158,
LAMA4,A0A0A0MTC7,0.963734209,0.948,FALSE,0.0249,-0.0899,1.16,-0.464,-0.065,
LAP3,P28838,0.956824568,0.948,FALSE,0.0144,-0.327,0.578,0.894,-0.313,
LMAN1,P49257,0.960972395,0.948,FALSE,-0.00572,0.0224,-0.344,0.151,0.0167,
NAT10,Q9H0A0,0.939747582,0.948,FALSE,0.00896,-0.0621,0.224,0.0809,-0.0531,
NDUFS1,P28331-4,0.946499661,0.948,FALSE,0.00838,0.0916,-0.00318,-0.381,0.1,
NLRP2,A0A0G2JP37,0.96074152,0.948,FALSE,-0.0143,-0.0436,0.0374,0.178,-0.0579,
NPNT,D6RH31,0.948285403,0.948,FALSE,0.0139,-0.132,0.0132,0.493,-0.119,
PDLIM1,O00151,0.956000812,0.948,FALSE,-0.0132,0.0884,-0.359,-0.088,0.0752,
PFKP,A0A8V8TMY4,0.941023263,0.948,FALSE,-0.0113,0.218,0.199,-0.982,0.207,
PLOD2,O00469,0.958146319,0.948,FALSE,-0.00774,-0.0218,-0.0156,0.113,-0.0295,
PPP2R1A,P30153,0.964756945,0.948,FALSE,-0.00929,-0.191,0.282,0.593,-0.2,
PRDX3,P30048-2,0.9528281,0.948,FALSE,0.0065,0.0429,-0.0623,-0.143,0.0494,
PRKAB2,O43741,0.959599928,0.948,FALSE,-0.0113,0.124,0.158,-0.579,0.113,
PTPN23,Q9H3S7,0.953952125,0.948,FALSE,-0.00854,0.0129,-0.0606,0.00602,0.00432,
Q14195-2,Q14195-2,0.955145603,0.948,FALSE,-0.00922,-0.0257,-0.0245,0.138,-0.0349,
RAB21,Q9UL25,0.95744606,0.948,FALSE,-0.00618,0.0348,-0.156,-0.0229,0.0287,
RAB3B,P20337,0.95633893,0.948,FALSE,0.00894,-0.158,-0.0859,0.672,-0.149,
RANGAP1,P46060,0.960969458,0.948,FALSE,0.00631,-0.119,0.344,0.236,-0.113,
SALL2,F5H433,0.953442478,0.948,FALSE,0.00845,-0.0984,0.341,0.15,-0.09,
SCD,O00767,0.944403771,0.948,FALSE,0.00976,0.0354,-0.181,-0.0405,0.0452,
9-Sep,Q9UHD8-5,0.941649916,0.948,FALSE,0.00663,-0.058,-0.0236,0.235,-0.0514,
SLC25A13,Q9UJS0-2,0.962926731,0.948,FALSE,0.00463,0.00887,-0.122,0.0364,0.0135,
SLK,Q9H2G2,0.947965224,0.948,FALSE,-0.011,-0.0239,0.531,-0.236,-0.0349,
SMU1,Q2TAY7,0.963679767,0.948,FALSE,0.0136,-0.267,0.541,0.681,-0.254,
SRPR,P08240,0.9424352,0.948,FALSE,0.00862,0.00738,-0.252,0.122,0.016,
SULT1A1,P50225,0.948565648,0.948,FALSE,0.00951,-0.0163,-0.395,0.31,-0.0068,
TES,Q9UGI8-2,0.948037945,0.948,FALSE,0.0137,0.00119,-0.272,0.149,0.0149,
THYN1,Q9P016,0.953261764,0.948,FALSE,-0.00795,-0.0542,0.244,0.07,-0.0622,
TOMM40,O96008,0.951447016,0.948,FALSE,0.00762,0.0747,-0.102,-0.246,0.0823,
TUBB6,Q9BUF5,0.957501222,0.948,FALSE,0.00514,0.022,-0.0985,-0.0325,0.0271,
UBAP2L,F8W726,0.943147197,0.948,FALSE,-0.00775,0.0123,0.0608,-0.0743,0.00457,
YWHAE,P62258,0.964537119,0.948,FALSE,0.00626,0.146,-0.351,-0.36,0.152,
AARS,P49588,0.967469163,0.949,FALSE,0.0197,-0.385,0.937,0.877,-0.366,
ACTR1B,P42025,0.968424235,0.949,FALSE,-0.00584,0.0446,0.0729,-0.215,0.0387,
ALDH7A1,P49419-2,0.990236225,0.949,FALSE,0.00131,-0.0635,0.0956,0.187,-0.0622,
ARL6IP5,O75915,0.988098466,0.949,FALSE,-0.00255,0.086,-0.0182,-0.327,0.0834,
COMT,E7EMS6,0.97887355,0.949,FALSE,0.00204,0.371,0.244,-1.65,0.373,
CON__Streptavidin,CON__Streptavidin,0.980359017,0.949,FALSE,0.00564,0.01,0.171,-0.165,0.0156,
DDX6,P26196,0.969590918,0.949,FALSE,0.0036,-0.0449,0.0722,0.124,-0.0413,
DHRSX,Q8N5I4,0.983998478,0.949,FALSE,0.00204,0.563,0.436,-2.55,0.565,
DIAPH1,A0A2R8Y5N1,0.967242553,0.949,FALSE,0.00756,0.0962,-0.919,0.213,0.104,
DKFZp779D0968,Q68DG0,0.96637204,0.949,FALSE,0.0206,0.595,0.561,-2.8,0.616,
DNM1L,O00429,0.985361073,0.949,FALSE,-0.00218,0.0607,0.0803,-0.292,0.0585,
EIF4A3,P38919,0.972919318,0.949,FALSE,0.00254,-0.0681,0.153,0.165,-0.0656,
ELMOD2,D6RBS5,0.986381367,0.949,FALSE,0.0025,-0.0252,-0.261,0.27,-0.0227,
EXD2,Q9NVH0,0.981820472,0.949,FALSE,0.00204,0.721,0.594,-3.29,0.723,
GSTK1,Q9Y2Q3,0.980114445,0.949,FALSE,-0.00219,-0.00315,-0.22,0.164,-0.00534,
HINT2,Q9BX68,0.989379646,0.949,FALSE,0.00204,0.523,0.396,-2.36,0.525,
KIAA1033,A0A087X256,0.982068767,0.949,FALSE,-0.00297,0.00376,-0.0176,0.00268,0.000787,
KIF13B,Q9NQT8,0.984574712,0.949,FALSE,0.00377,-0.0152,-0.294,0.249,-0.0115,
L1TD1,Q5T7N2,0.981373111,0.949,FALSE,-0.00842,-0.617,1,1.82,-0.625,
LASP1,Q14847,0.971556486,0.949,FALSE,0.00967,-0.0673,-0.236,0.408,-0.0577,
LLGL2,J3QRV5,0.968140345,0.949,FALSE,0.00327,-0.0234,-0.0457,0.117,-0.0201,
MSTO1,A0A3B3IUD2,0.984392288,0.949,FALSE,0.00204,0.606,0.479,-2.75,0.608,
MYH6,P13533,0.967769073,0.949,FALSE,-0.0127,0.958,0.994,-4.47,0.946,
NUDT16,Q96DE0,0.985278628,0.949,FALSE,0.00312,0.0174,0.176,-0.193,0.0205,
NUP160,A0A8V8NBT1,0.966463808,0.949,FALSE,0.00398,-0.0612,0.114,0.161,-0.0572,
PAPSS1,O43252,0.977088695,0.949,FALSE,-0.00439,-0.413,0.63,1.24,-0.417,
PFAS,O15067,0.986463417,0.949,FALSE,0.00213,-0.0798,0.218,0.169,-0.0777,
PKN2,Q16513-4,0.984567226,0.949,FALSE,-0.00196,0.029,0.0748,-0.162,0.027,
PKN3,Q6P5Z2,0.977542331,0.949,FALSE,0.00204,-0.0271,0.436,-0.187,-0.025,
PLIN2,Q99541,0.975932728,0.949,FALSE,0.00409,-0.0149,0.0286,0.0323,-0.0108,
PPCS,Q9HAB8,0.974530856,0.949,FALSE,0.00574,0.0715,-0.24,-0.138,0.0772,
PROSC,O94903,0.977579852,0.949,FALSE,-0.00319,0.00241,0.175,-0.12,-0.000779,
PSMC3,R4GNH3,0.965076422,0.949,FALSE,-0.00347,-0.0745,0.15,0.205,-0.078,
PSMD11,O00231,0.966532475,0.949,FALSE,0.00403,-0.0962,0.253,0.208,-0.0922,
PSME4,Q14997,0.988528234,0.949,FALSE,0.00204,0.506,-3.15,0.0688,0.508,
PXDN,Q92626,0.970819566,0.949,FALSE,-0.0202,-0.411,0.714,1.21,-0.432,
RAB5C,P51148,0.985443069,0.949,FALSE,-0.00262,-0.086,-0.102,0.417,-0.0886,
RAD50,Q92878,0.976107879,0.949,FALSE,-0.00306,-0.0626,0.0083,0.251,-0.0657,
RASA1,E9PGC0,0.978789105,0.949,FALSE,0.00372,-0.0787,0.199,0.175,-0.075,
REV__Q9C0B2-2,REV__Q9C0B2-2,0.967166562,0.949,FALSE,-0.0143,0.189,-0.289,-0.534,0.175,
SEMA3C,Q99985,0.988422405,0.949,FALSE,0.00204,0.364,-2.5,0.204,0.366,
SERPINB1,P30740,0.972997927,0.949,FALSE,0.0075,-0.00423,-0.288,0.194,0.00327,
SLC12A2,G3XAL9,0.976907055,0.949,FALSE,0.00204,0.588,0.461,-2.66,0.59,
SPCS3,P61009,0.989680988,0.949,FALSE,0.00203,0.00332,-0.216,0.126,0.00535,
SRPX,P78539-3,0.983423251,0.949,FALSE,0.00204,0.446,-3.11,0.287,0.448,
TDP2,O95551,0.990787332,0.949,FALSE,-0.00481,-0.133,0.728,0.0576,-0.138,
TSTA3,Q13630,0.970543777,0.949,FALSE,-0.00477,-0.203,0.293,0.628,-0.208,
TUBB2A,Q13885,0.987623172,0.949,FALSE,0.00204,0.103,-0.0237,-0.402,0.105,
TUBG1,A0A7P0T9G6,0.969816371,0.949,FALSE,-0.00355,-0.0327,0.029,0.119,-0.0362,
TUBGCP2,A0A804HL95,0.989087118,0.949,FALSE,-0.00193,0.0901,-0.106,-0.286,0.0882,
UBE2N,P61088,0.979687485,0.949,FALSE,0.0041,0.0581,-0.116,-0.163,0.0622,
VDAC3,Q9Y277,0.975950609,0.949,FALSE,0.00533,0.169,0.0294,-0.707,0.175,
VPS16,Q9H269,0.966842495,0.949,FALSE,-0.00416,-0.0195,-0.0298,0.106,-0.0237,
ZC3HAV1L,Q96H79,0.982786625,0.949,FALSE,0.00204,0.407,-2.82,0.247,0.409,
AKR1B1,P15121,0.99718735,0.95,FALSE,0.00102,-0.16,0.189,0.512,-0.159,
APOA1,P02647,0.994747216,0.95,FALSE,-0.0028,-0.202,-0.244,0.975,-0.204,
BMPER,A0A3B3IRM9,0.993972935,0.95,FALSE,0.00204,0.422,-1.99,-0.363,0.424,
CALR,P27797,0.995934075,0.95,FALSE,0.00111,0.0843,-0.383,-0.0842,0.0854,
CHORDC1,Q9UHD1-2,0.991413477,0.95,FALSE,-0.00165,0.0943,-0.126,-0.29,0.0927,
DNAJC13,O75165,0.997765839,0.95,FALSE,-0.000326,0.109,-0.117,-0.358,0.109,
EWSR1,B0QYK0,0.998088565,0.95,FALSE,0.000411,0.166,-0.0954,-0.601,0.166,
GNAI2,P04899,0.999594037,0.95,FALSE,-3.79E-05,-0.024,0.0196,0.083,-0.024,
HIST1H1E,P10412,0.999449504,0.95,FALSE,0.000195,0.0717,-0.111,-0.213,0.0719,
HMGN2,P05204,0.998590413,0.95,FALSE,0.000438,0.0668,0.209,-0.408,0.0673,
HNRNPA1,P09651,0.996777845,0.95,FALSE,0.000423,0.591,-0.256,-2.19,0.591,
HSPB2,Q16082,0.992657333,0.95,FALSE,0.00379,0.342,0.117,-1.45,0.346,
LETM1,O95202,0.993509071,0.95,FALSE,0.00204,0.479,0.352,-2.16,0.481,
LYPLA1,B4DP64,0.998573101,0.95,FALSE,-0.000287,-0.168,0.23,0.521,-0.169,
MYBPC3,A8MXZ9,0.99268189,0.95,FALSE,-0.00291,0.85,0.665,-3.84,0.847,
P04844-2,P04844-2,0.993750553,0.95,FALSE,0.00153,-0.017,-0.151,0.166,-0.0155,
PKP3,Q9Y446,0.996286864,0.95,FALSE,0.00204,0.444,0.317,-1.99,0.446,
PYCR2,A0A087WTV6,0.99210621,0.95,FALSE,0.00113,-0.046,-0.168,0.294,-0.0449,
RAB1A,P62820,0.993170616,0.95,FALSE,-0.000819,-0.06,-0.0811,0.296,-0.0608,
RAP2C,Q9Y3L5,0.994423461,0.95,FALSE,0.000598,0.0241,0.0902,-0.158,0.0247,
SQLE,Q14534,0.998220593,0.95,FALSE,0.000246,0.0699,-0.126,-0.196,0.0702,
SSR3,C9JA28,0.99719447,0.95,FALSE,0.000757,0.0144,-0.23,0.0947,0.0151,
TFCP2,Q12800-2,0.994062826,0.95,FALSE,0.00204,0.45,-2.13,-0.385,0.452,
TOR1B,O14657,0.99358336,0.95,FALSE,-0.00181,-0.132,-0.348,0.765,-0.134,
ZNF512,G3XAG1,0.994367536,0.95,FALSE,0.00124,-0.0024,-0.0232,0.0226,-0.00116,
